Date - Heure;Date;Heure;Code INSEE région;Région;Consommation brute gaz (MW PCS 0°C) - GRTgaz;Statut - GRTgaz;Consommation brute gaz (MW PCS 0°C) - Teréga;Statut - Teréga;Consommation brute gaz totale (MW PCS 0°C);Consommation brute électricité (MW) - RTE;Statut - RTE;Consommation brute totale (MW)
2022-01-07T08:30:00+01:00;2022-01-07;08:30;11;Île-de-France;;;;;;11308;Consolidé;
2022-01-07T12:30:00+01:00;2022-01-07;12:30;11;Île-de-France;;;;;;11643;Consolidé;
2022-01-07T14:00:00+01:00;2022-01-07;14:00;11;Île-de-France;15589;Définitif;;;15589;10989;Consolidé;26578
2022-01-07T20:30:00+01:00;2022-01-07;20:30;11;Île-de-France;;;;;;11111;Consolidé;
2022-01-07T23:00:00+01:00;2022-01-07;23:00;11;Île-de-France;12999;Définitif;;;12999;10313;Consolidé;23312
2022-01-07T23:30:00+01:00;2022-01-07;23:30;11;Île-de-France;;;;;;9982;Consolidé;
2022-01-08T00:30:00+01:00;2022-01-08;00:30;11;Île-de-France;;;;;;9525;Consolidé;
2022-01-08T02:30:00+01:00;2022-01-08;02:30;11;Île-de-France;;;;;;8657;Consolidé;
2022-01-08T07:00:00+01:00;2022-01-08;07:00;11;Île-de-France;17144;Définitif;;;17144;8619;Consolidé;25763
2022-01-08T08:00:00+01:00;2022-01-08;08:00;11;Île-de-France;17193;Définitif;;;17193;9112;Consolidé;26305
2022-01-08T14:30:00+01:00;2022-01-08;14:30;11;Île-de-France;;;;;;10589;Consolidé;
2022-01-08T16:00:00+01:00;2022-01-08;16:00;11;Île-de-France;14932;Définitif;;;14932;10230;Consolidé;25162
2022-01-09T02:30:00+01:00;2022-01-09;02:30;11;Île-de-France;;;;;;8269;Consolidé;
2022-01-09T03:00:00+01:00;2022-01-09;03:00;11;Île-de-France;12689;Définitif;;;12689;8051;Consolidé;20740
2022-01-09T05:30:00+01:00;2022-01-09;05:30;11;Île-de-France;;;;;;7807;Consolidé;
2022-01-09T07:00:00+01:00;2022-01-09;07:00;11;Île-de-France;16507;Définitif;;;16507;7946;Consolidé;24453
2022-01-09T09:00:00+01:00;2022-01-09;09:00;11;Île-de-France;17071;Définitif;;;17071;8866;Consolidé;25937
2022-01-09T10:00:00+01:00;2022-01-09;10:00;11;Île-de-France;17209;Définitif;;;17209;9445;Consolidé;26654
2022-01-09T11:30:00+01:00;2022-01-09;11:30;11;Île-de-France;;;;;;10256;Consolidé;
2022-01-09T12:00:00+01:00;2022-01-09;12:00;11;Île-de-France;17375;Définitif;;;17375;10622;Consolidé;27997
2022-01-09T18:30:00+01:00;2022-01-09;18:30;11;Île-de-France;;;;;;10760;Consolidé;
2022-01-09T22:00:00+01:00;2022-01-09;22:00;11;Île-de-France;14355;Définitif;;;14355;9895;Consolidé;24250
2022-01-09T22:30:00+01:00;2022-01-09;22:30;11;Île-de-France;;;;;;9830;Consolidé;
2022-01-10T00:30:00+01:00;2022-01-10;00:30;11;Île-de-France;;;;;;9482;Consolidé;
2022-01-10T02:00:00+01:00;2022-01-10;02:00;11;Île-de-France;12946;Définitif;;;12946;8504;Consolidé;21450
2022-01-10T02:30:00+01:00;2022-01-10;02:30;11;Île-de-France;;;;;;8457;Consolidé;
2022-01-10T12:00:00+01:00;2022-01-10;12:00;11;Île-de-France;19001;Définitif;;;19001;12275;Consolidé;31276
2022-01-10T12:30:00+01:00;2022-01-10;12:30;11;Île-de-France;;;;;;12461;Consolidé;
2022-01-10T15:00:00+01:00;2022-01-10;15:00;11;Île-de-France;18169;Définitif;;;18169;11898;Consolidé;30067
2022-01-10T16:00:00+01:00;2022-01-10;16:00;11;Île-de-France;18341;Définitif;;;18341;11688;Consolidé;30029
2022-01-10T17:00:00+01:00;2022-01-10;17:00;11;Île-de-France;18592;Définitif;;;18592;11723;Consolidé;30315
2022-01-10T18:30:00+01:00;2022-01-10;18:30;11;Île-de-France;;;;;;12362;Consolidé;
2022-01-01T03:00:00+01:00;2022-01-01;03:00;11;Île-de-France;8209;Définitif;;;8209;6647;Consolidé;14856
2022-01-01T03:30:00+01:00;2022-01-01;03:30;11;Île-de-France;;;;;;6514;Consolidé;
2022-01-01T04:00:00+01:00;2022-01-01;04:00;11;Île-de-France;8686;Définitif;;;8686;6387;Consolidé;15073
2022-01-01T06:00:00+01:00;2022-01-01;06:00;11;Île-de-France;11348;Définitif;;;11348;6260;Consolidé;17608
2022-01-01T08:00:00+01:00;2022-01-01;08:00;11;Île-de-France;11564;Définitif;;;11564;6515;Consolidé;18079
2022-01-01T11:00:00+01:00;2022-01-01;11:00;11;Île-de-France;11164;Définitif;;;11164;7200;Consolidé;18364
2022-01-01T15:30:00+01:00;2022-01-01;15:30;11;Île-de-France;;;;;;7084;Consolidé;
2022-05-30T12:30:00+02:00;2022-05-30;12:30;11;Île-de-France;;;;;;7652;Consolidé;
2022-05-30T13:00:00+02:00;2022-05-30;13:00;11;Île-de-France;2811;Définitif;;;2811;7616;Consolidé;10427
2022-05-30T16:30:00+02:00;2022-05-30;16:30;11;Île-de-France;;;;;;6914;Consolidé;
2022-05-30T18:00:00+02:00;2022-05-30;18:00;11;Île-de-France;2594;Définitif;;;2594;6947;Consolidé;9541
2022-05-30T19:30:00+02:00;2022-05-30;19:30;11;Île-de-France;;;;;;7425;Consolidé;
2022-05-30T20:00:00+02:00;2022-05-30;20:00;11;Île-de-France;3073;Définitif;;;3073;7296;Consolidé;10369
2022-05-30T21:00:00+02:00;2022-05-30;21:00;11;Île-de-France;2922;Définitif;;;2922;6829;Consolidé;9751
2022-05-31T04:00:00+02:00;2022-05-31;04:00;11;Île-de-France;1914;Définitif;;;1914;4801;Consolidé;6715
2022-05-31T04:30:00+02:00;2022-05-31;04:30;11;Île-de-France;;;;;;4814;Consolidé;
